timestamp,solar_output,wind_output,total_renewable,solar_irradiance,wind_speed,temperature,humidity,pressure,load_demand,grid_frequency,grid_voltage,grid_exchange,battery_soc,battery_charge,battery_discharge,hour,day_of_week,predicted_solar_output,predicted_wind_output,predicted_total_energy
01-01-2023 19:00:00,29.12291402,72.50060763,101.6235216,934.6280283,13.47048418,30.59711257,43.27772572,977.564423,158.9651149,49.41149236,228.9447862,-77.13848922,60.43506363,24.76543555,43.4458785,19,6,27.13990562,75.59604301,102.7359486
01-01-2023 20:00:00,61.18528947,57.42875751,118.614047,526.4323693,11.15285768,30.66311507,76.47013366,983.0258248,441.3063852,49.67871549,239.532422,-71.28294597,64.32251057,33.39206889,24.61531187,20,6,64.45250397,58.56753783,123.0200418
01-01-2023 21:00:00,13.94938607,66.72123372,80.67061978,353.0218968,14.12045785,22.13585774,36.45249372,991.4348108,331.4292093,49.45512033,236.398136,-45.52651346,29.50651602,35.13777258,14.24636154,21,6,12.86137119,73.22899482,86.09036601
01-01-2023 22:00:00,29.21446485,77.70492857,106.9193934,613.6943447,11.76262697,12.90073122,61.72328835,993.372828,50.65124923,49.48996043,236.9318671,18.79913757,99.24121832,8.596451443,38.60699401,22,6,26.39564847,81.83198437,108.2276328
01-01-2023 23:00:00,36.63618433,86.22029737,122.8564817,926.4669496,1.199188964,33.23388763,47.4003995,991.134079,208.9091338,49.00931116,237.2153981,50.56509398,29.11874588,37.58577518,0.444920334,23,6,40.26352787,79.35929921,119.6228271
02-01-2023 00:00:00,45.60699842,31.38754967,76.99454809,843.4995313,22.05120465,36.30037088,20.5987593,1000.37437,436.0351936,50.76141766,232.3909068,-45.10071131,21.66116582,36.25863822,46.20141146,0,0,41.71706199,32.82017197,74.53723396
02-01-2023 01:00:00,78.51759614,53.80227054,132.3198667,252.6638747,11.10984547,-8.809697837,39.72583112,1031.451288,62.29378024,49.59198099,234.8786785,74.12840748,48.41456504,49.8766142,43.27658224,1,0,77.91364589,51.1922906,129.1059365
02-01-2023 02:00:00,19.96737822,84.01080784,103.9781861,754.0582401,14.72359121,-7.422256337,75.23834551,1031.928504,51.46156772,49.17274876,227.1792183,-78.16396422,32.31473798,45.59738903,27.2416605,2,0,21.47845103,91.77165401,113.250105
02-01-2023 03:00:00,51.42344384,98.9451131,150.3685569,657.518018,3.479695069,37.93716485,65.08035076,1029.831313,176.5666807,49.17397481,239.9689245,-58.48016639,92.40294599,34.23301158,13.8790594,3,0,54.70816309,89.43200784,144.1401709
02-01-2023 04:00:00,59.24145689,88.9519311,148.193388,925.9705411,0.0846962,3.858030692,20.78005419,960.1124839,461.3000167,50.11203655,225.5924434,94.09298423,44.00767313,35.61818565,1.642244137,4,0,58.89993833,84.29708705,143.1970254
02-01-2023 05:00:00,4.645041272,37.14672626,41.79176753,297.9851335,6.132252341,33.66847198,24.69901687,1029.96788,455.6649117,50.9858411,231.8001481,-73.05102727,41.01495547,47.29928169,49.99118751,5,0,4.74802045,37.13928486,41.88730531
02-01-2023 06:00:00,60.75448519,19.51665172,80.27113691,627.2288906,17.6146508,9.439755948,67.66600234,962.0251773,283.4428756,49.29004493,225.6412336,77.62226154,62.58621301,48.35891365,38.10368615,6,0,62.33053128,17.87361664,80.20414792
02-01-2023 07:00:00,17.05241237,48.93925374,65.99166611,903.5701548,2.479863253,-4.04499712,83.20738729,962.472377,298.956592,49.19924356,222.241421,40.78701508,8.111467125,41.34825986,16.93549379,7,0,15.72172731,47.41296404,63.13469135
02-01-2023 08:00:00,6.505159299,74.16414518,80.66930448,528.0190294,22.72218601,-5.97783999,41.45270464,1044.786277,199.4036051,49.87660776,231.3517163,-85.38258187,75.67329468,38.36967728,0.963598582,8,0,6.225312672,74.12313201,80.34844469
02-01-2023 09:00:00,94.88855373,49.25690708,144.1454608,585.5959342,5.375564234,-2.174605046,63.57796767,1031.939784,159.6814979,50.12666251,227.0669734,-3.25863422,76.83988218,5.568291168,31.96458642,9,0,91.11166972,48.73412631,139.845796
02-01-2023 10:00:00,96.56320331,48.31808633,144.8812896,256.3685421,5.114840357,2.494659743,25.35792299,1005.241047,416.8498344,49.58876072,231.6643854,3.795870629,47.40258347,41.51610957,49.34520029,10,0,94.20953607,47.93719703,142.1467331
02-01-2023 11:00:00,80.83973481,83.82304211,164.6627769,422.5149124,4.537699041,14.4259177,38.02387032,1037.49702,97.83268722,49.60504419,231.1735695,86.42792628,95.5697941,12.65978392,35.35363543,11,0,77.18444551,90.17721516,167.3616607
02-01-2023 12:00:00,30.46137692,36.14037791,66.60175482,459.6053193,0.349542824,25.07489503,11.82431851,1048.936464,269.3094669,49.848953,230.8451346,-15.77908138,57.93391108,28.1892148,4.185720428,12,0,28.94743711,36.17862074,65.12605785
02-01-2023 13:00:00,9.767211401,85.97946748,95.74667888,956.097959,19.29513671,39.31992882,79.1448353,1011.064207,335.4787668,49.62829123,222.4660224,-10.64727691,69.52364542,20.26862352,20.11391861,13,0,9.483543281,93.56366215,103.0472054
02-01-2023 14:00:00,68.42330265,40.6804801,109.1037827,426.1338884,21.87586328,12.07533716,46.09088378,1011.289844,96.65613067,50.83066317,228.8036155,-77.50324904,92.43449555,17.28036503,5.459173136,14,0,66.77055841,37.81439123,104.5849496
02-01-2023 15:00:00,44.01524937,32.82331057,76.83855994,568.6949882,15.35406757,15.90924712,83.45130163,1025.442703,283.823193,49.08390914,236.2400788,27.83451269,66.63453434,15.51250007,45.60802748,15,0,43.90278211,31.38076603,75.28354814
02-01-2023 16:00:00,12.20382348,45.39899112,57.6028146,737.0435389,4.704999542,16.09078507,73.75356964,973.2138952,309.8845796,49.46914032,226.3028699,-57.82060482,43.18260077,42.77135403,16.52072355,16,0,11.40700022,46.82012278,58.227123
02-01-2023 17:00:00,49.51769101,76.24469587,125.7623869,329.7466979,7.131949924,16.97171777,84.58698392,966.7124862,384.1232272,50.61710559,228.8766301,-84.49334836,2.477117563,38.45680603,36.66882647,17,0,52.37324417,72.93754531,125.3107895
02-01-2023 18:00:00,3.438852112,12.60020279,16.0390549,589.1539097,11.89816743,15.88703286,35.70928026,1025.958075,155.6762221,50.66791625,229.8766318,99.38380001,72.82993156,26.17243762,4.2345179,18,0,3.686908688,12.21533229,15.90224098
02-01-2023 19:00:00,90.93204021,19.64192159,110.5739618,790.8312316,23.85864879,-9.561262247,26.65978574,984.4904795,181.9973765,49.22311016,237.2546263,-46.07407441,96.48660116,33.22402469,6.42073479,19,0,86.35206402,21.21731447,107.5693785
02-01-2023 20:00:00,25.87799816,95.14448257,121.0224807,893.4841704,6.183784295,-9.913758895,97.47151144,963.5070356,306.284516,50.9475269,233.1119954,-71.78936697,47.02351235,49.22639752,33.9743831,20,0,23.92835354,95.87822111,119.8065747
02-01-2023 21:00:00,66.25222844,17.54916274,83.80139117,701.0074197,18.2911476,-5.116684094,74.55950083,981.4877726,492.4068845,50.3867097,222.0040507,39.89807492,33.97686378,19.87675679,42.17399742,21,0,69.19796127,16.96884968,86.16681095
02-01-2023 22:00:00,31.17110761,56.77273179,87.9438394,735.2428123,10.98620558,-4.922169829,85.06380411,985.8636868,147.8719323,49.54518611,237.3034197,64.33643118,51.92594264,27.5550303,10.07249782,22,0,33.81594568,59.9146685,93.73061419
02-01-2023 23:00:00,52.00680212,57.93144667,109.9382488,301.0267781,7.446183709,25.24484545,11.18200363,1046.522766,493.6567222,49.91207573,236.6413195,-87.18450137,72.84372057,26.67618563,20.9168623,23,0,47.17171245,52.95704429,100.1287567
03-01-2023 00:00:00,54.67102793,48.96244621,103.6334741,956.6211978,11.39789843,0.245801626,41.90154583,1019.795971,371.4541399,49.59427724,235.0729196,-78.92133851,0.069047448,46.79861876,30.97085174,0,1,49.3617711,49.58586163,98.94763273
03-01-2023 01:00:00,18.48544555,64.47452486,82.95997041,306.059262,1.780167939,34.73570524,76.85350215,1003.085632,421.7369313,49.3000445,229.3211604,-81.96523528,88.72117227,17.57812088,39.81381696,1,1,17.31504127,59.31230397,76.62734524
03-01-2023 02:00:00,96.95846278,22.98267258,119.9411354,819.7383497,19.96718427,36.43031648,17.01845497,1046.887314,90.33857071,49.58235613,235.1509077,-90.60813934,88.63628597,49.31273751,31.40983052,2,1,100.5419018,21.49730614,122.039208
03-01-2023 03:00:00,77.51328234,55.26622678,132.7795091,411.8530574,6.0825482,38.79466689,61.06059366,1040.313974,185.1890843,50.16018387,229.5748413,31.89129573,54.12979336,15.23488068,4.771296032,3,1,84.71862263,50.42982903,135.1484517
03-01-2023 04:00:00,93.94989416,37.21732552,131.1672197,946.874515,18.13530308,36.95406524,48.61654907,1001.200086,75.98132584,50.65193939,234.7324707,17.66263795,12.23787662,5.445351766,27.14096642,4,1,98.654547,40.20723913,138.8617861
03-01-2023 05:00:00,89.48273504,66.16672596,155.649461,775.9676315,1.708709286,3.594416096,11.58548564,1040.567964,217.1961478,49.72705815,237.6022033,32.56133131,67.18057946,9.568677262,44.23033407,5,1,90.78976641,60.18795961,150.977726
03-01-2023 06:00:00,59.78999788,14.12235434,73.91235222,803.0509704,23.8774639,15.48884224,31.23780194,990.4304658,491.580347,49.69580308,237.8108317,1.133432655,13.7845663,21.31106709,43.40118605,6,1,62.18816744,14.16872212,76.35688955
03-01-2023 07:00:00,92.1874235,57.08774168,149.2751652,375.2473384,4.825374635,-1.22725149,35.63127902,973.0420665,97.37287799,49.9360014,229.0915715,63.50153708,50.75471514,32.48779749,29.25078039,7,1,87.22217774,53.94765788,141.1698356
03-01-2023 08:00:00,8.849250205,18.52703554,27.37628574,554.4319813,22.06855191,30.31048276,20.06739517,973.2678177,303.0677521,50.2891112,237.1868536,9.3336605,9.362997198,25.841261,49.78481034,8,1,9.182958878,18.09568403,27.27864291
03-01-2023 09:00:00,19.59828624,27.86430631,47.46259255,694.2505557,20.23683024,34.42158526,66.83832188,1016.231552,52.73178027,50.50323252,222.0291476,83.74938696,58.90653383,18.81390883,5.256186119,9,1,18.89841166,27.82895311,46.72736477
03-01-2023 10:00:00,4.522728891,21.87098003,26.39370892,815.9788946,24.1964981,32.56444196,31.81580886,1000.107032,370.7072672,49.65359901,222.0363883,-2.870293499,31.80693251,28.10166329,23.92976787,10,1,4.271647003,21.6525333,25.9241803
03-01-2023 11:00:00,32.53303308,18.28377799,50.81681106,283.1675007,11.94726652,11.66834743,34.98575497,1015.895085,138.7367116,50.17270494,230.9653389,58.13173224,83.09914147,41.94031382,38.75618197,11,1,30.81890659,19.19097221,50.0098788
03-01-2023 12:00:00,38.86772897,82.57109516,121.4388241,969.8922532,18.18493235,27.93369423,90.84147384,1018.607596,108.3130417,49.77872168,233.0368924,-18.52792926,79.99461262,41.94655138,7.051905906,12,1,40.17203474,89.37302662,129.5450614
03-01-2023 13:00:00,27.13490318,28.57075677,55.70565994,912.1765364,9.267766426,-5.121041521,52.04107834,952.2322873,201.6580155,50.4327997,223.0598755,-12.95522104,99.84738755,36.31139441,48.63748807,13,1,28.585132,27.42948197,56.01461396
03-01-2023 14:00:00,82.87375092,92.71237819,175.5861291,416.2788724,4.60920595,-7.987761469,45.29153323,955.4039592,396.9699341,49.32934984,229.4436009,69.79840905,25.75031747,47.62242291,17.70232726,14,1,84.22960046,83.89618194,168.1257824
03-01-2023 15:00:00,35.67533267,96.99265253,132.6679852,858.2081944,11.07689832,27.66182072,75.14839345,1003.267773,97.97588884,49.51384973,221.8872534,-78.46803293,6.180109278,29.51023337,17.5069877,15,1,32.56341094,104.6346151,137.198026
03-01-2023 16:00:00,28.09345097,57.12604699,85.21949796,614.6591384,4.143725385,11.26776372,91.86524172,969.1035478,153.4275481,49.85212084,232.0419897,12.983551,44.30032651,0.382881883,10.65971506,16,1,25.49766854,62.5962552,88.09392374
03-01-2023 17:00:00,54.26960832,14.30011227,68.56972058,569.4451852,24.55111557,39.77746324,12.25327026,1013.253377,53.80898973,50.77882958,237.1018807,45.26729356,8.340333497,14.54648164,14.4008732,17,1,51.19975946,14.10949513,65.30925459
03-01-2023 18:00:00,14.0924225,37.45482434,51.54724684,451.5472846,2.406162279,-5.137289207,50.34149619,1005.218574,485.7866882,50.14665158,234.7527795,50.08412308,17.84997151,16.41113522,28.879445,18,1,13.49058785,37.12364037,50.61422822
03-01-2023 19:00:00,80.21969808,79.77322633,159.9929244,664.7748693,14.73029309,32.78138408,64.97032205,1008.576036,316.46552,50.93079224,227.565831,18.29870543,59.73001414,27.36630387,21.46771445,19,1,78.69263418,74.09586331,152.7884975
03-01-2023 20:00:00,7.455064368,36.73907287,44.19413724,783.9112942,15.66159638,13.99915328,38.67067883,980.245538,373.9548364,49.20655537,239.8758759,-10.38710317,59.21308513,45.24447357,9.668908916,20,1,6.822916773,36.55922372,43.38214049
03-01-2023 21:00:00,98.68869366,8.70172183,107.3904155,528.746324,13.45198857,31.35750978,79.51669499,1013.984351,343.122427,49.92035083,233.2586995,-47.84351123,4.332747773,41.90574818,40.45699702,21,1,103.1328186,8.359481781,111.4923003
03-01-2023 22:00:00,77.22447693,55.67849109,132.902968,703.3753544,16.55464714,30.85636411,97.43293632,1032.949264,114.9640515,49.83815706,236.3049687,81.88524707,44.29047514,11.60864927,3.111965356,22,1,80.49104387,61.18375833,141.6748022
03-01-2023 23:00:00,19.87156815,84.51208515,104.3836533,759.4503369,2.904519375,35.79960007,94.90846296,1049.807125,317.7229725,50.20041235,233.3939477,-26.0424105,53.02186929,25.9695118,41.73263723,23,1,19.26221682,79.18525401,98.44747084
04-01-2023 00:00:00,0.552211712,79.59263871,80.14485043,768.8974536,13.87546311,4.892500564,33.93842854,1033.844439,109.1370178,50.62392922,239.7883258,59.79841771,26.80242378,32.95743177,13.74693623,0,2,0.559169859,77.65991824,78.2190881
04-01-2023 01:00:00,81.54614285,17.51231401,99.05845686,241.5728785,7.180314278,37.48996767,30.37044506,1005.749876,230.5564043,50.68289605,236.4271953,-93.66687741,87.20431819,49.37557703,24.79516665,1,2,75.03738976,17.92035787,92.95774764
04-01-2023 02:00:00,70.68573438,67.27646144,137.9621958,887.7982445,23.50440158,-2.416651982,96.17414779,969.3429592,306.0334112,50.34038922,230.3884644,-53.56615706,16.10986476,1.565140968,19.05322693,2,2,69.48716789,65.19255356,134.6797214
04-01-2023 03:00:00,72.9007168,22.05042634,94.95114315,566.6026518,19.05179134,-5.90156112,51.27656387,1018.144588,301.4965013,50.28307273,227.3375913,-30.88304142,25.3901805,23.19386584,28.53010567,3,2,78.11406223,21.93763197,100.0516942
04-01-2023 04:00:00,77.12703467,21.82075346,98.94778812,409.9328654,24.31286205,11.58077587,28.74679508,1043.765379,103.5830417,50.89805908,233.6430966,34.31481266,15.6994415,49.4054327,39.79949976,4,2,79.60470152,23.88710738,103.4918089
04-01-2023 05:00:00,7.404465173,87.40717733,94.8116425,393.411606,0.938901744,31.41614843,73.62972673,971.186654,65.49618634,49.7673748,231.8044362,-36.13383857,11.65466339,48.86028985,49.46598967,5,2,6.817948269,87.54827657,94.36622484
04-01-2023 06:00:00,35.84657285,24.96689527,60.81346813,586.4112903,7.12832938,13.67105653,35.59782915,975.5995621,409.2054412,50.66556663,232.5870118,-91.72723984,87.8979184,16.53632588,15.30295728,6,2,38.3384691,27.01578076,65.35424986
04-01-2023 07:00:00,11.58690595,26.32473465,37.9116406,909.4652316,4.885564666,31.46433388,34.05222776,964.9008543,376.6650966,50.84300745,226.8602353,-65.22649679,27.78591651,0.000836813,27.69022062,7,2,12.005648,23.9190902,35.9247382
04-01-2023 08:00:00,86.31034259,0.065339076,86.37568166,502.6780653,0.278864683,26.48434029,89.13241388,1023.672164,86.81850705,49.98307849,228.5745684,-48.16692953,72.25240195,29.33672925,23.30037744,8,2,85.49999712,0.060370932,85.56036805
04-01-2023 09:00:00,62.32981268,87.06690341,149.3967161,799.7805974,6.058143256,0.471419307,24.6231238,990.6561503,107.3369835,50.45820516,231.1619315,-64.79050401,42.79823597,43.34694254,49.94640797,9,2,64.72441238,94.80735303,159.5317654
04-01-2023 10:00:00,33.08980249,79.25948132,112.3492838,277.4549848,16.96939959,37.44408124,15.79536518,956.2695639,451.6626994,49.75403971,236.785668,-59.25508797,63.58734807,16.21486121,40.44568152,10,2,30.92453986,73.37416542,104.2987053
04-01-2023 11:00:00,6.355835029,62.73289351,69.08872854,580.8453617,5.777223053,-6.960941569,34.22677962,1037.494999,396.1080057,49.31775803,235.2581784,53.79138813,92.81761962,46.71349824,19.85419293,11,2,6.420011764,65.7008017,72.12081346
04-01-2023 12:00:00,31.09823217,75.02657639,106.1248086,993.3489123,12.72508614,34.91398538,64.62508716,1005.76719,498.2721333,50.17300776,222.3731174,-17.59327121,84.4607867,16.63512186,23.84395278,12,2,31.83169644,74.21634345,106.0480399
04-01-2023 13:00:00,32.5183322,15.20485674,47.72318895,816.3502422,22.19545287,5.22217245,21.07790681,983.1094292,164.2943521,49.3929433,224.911085,-18.96415107,6.898639242,30.510066,12.29782972,13,2,35.30024185,14.92128108,50.22152294
04-01-2023 14:00:00,72.96061783,45.83235946,118.7929773,368.4227908,17.34394801,15.00740416,52.4435205,984.3982976,269.511345,49.91519826,220.5331545,93.32126733,84.52025353,36.10230366,37.76236599,14,2,66.64064816,47.29184754,113.9324957
04-01-2023 15:00:00,63.75574714,35.12193873,98.87768587,601.153179,9.865726748,11.11759364,66.46033994,979.025122,156.4068092,50.74575863,220.1592114,-10.65963241,45.18235153,17.27078822,42.26058932,15,2,62.15908281,36.72069518,98.879778
04-01-2023 16:00:00,88.72127426,9.377652626,98.09892688,386.8998109,9.311723473,-1.408272154,86.38632933,995.5480172,330.2600623,49.17203638,224.4875094,85.53162651,35.01457269,17.6103206,48.24934118,16,2,96.47222579,10.1878242,106.66005
04-01-2023 17:00:00,47.22149252,48.61304852,95.83454104,527.6487418,11.39339535,7.90734332,30.68826321,983.7041688,101.9364076,49.06085707,235.986419,-40.18738036,67.23879255,23.49974148,28.29144484,17,2,44.55084375,46.24934102,90.80018477
04-01-2023 18:00:00,11.95942459,92.07396503,104.0333896,824.067219,4.426036026,-0.353278185,83.5611691,1004.79463,107.2594277,50.21295569,238.0949532,-19.87474802,95.02078731,41.76117141,33.53415011,18,2,12.70856374,95.72157419,108.4301379
04-01-2023 19:00:00,71.32447872,4.005911905,75.33039063,816.9798522,15.85001919,0.194323773,31.1415635,1027.351725,82.34955113,49.66212265,227.8353673,-20.74332879,9.413549759,5.042538378,22.30294158,19,2,64.21493364,3.879554081,68.09448772
04-01-2023 20:00:00,76.07850486,29.14609135,105.2245962,382.4803023,9.103820478,-0.647158199,70.90898871,1017.446128,362.113737,49.83587541,231.2639719,9.215766463,76.80770303,31.57396927,30.45642552,20,2,68.86449864,30.41458605,99.27908469
04-01-2023 21:00:00,56.12771976,20.75409362,76.88181338,937.7786545,21.30913373,14.45086902,48.76062143,979.4456893,272.3326598,49.81142118,234.121052,16.84945817,20.35080308,33.86739647,17.43745151,21,2,54.19269288,19.26858253,73.46127541
04-01-2023 22:00:00,77.096718,23.81466537,100.9113834,674.0545462,18.9138165,29.89656838,20.32131181,1002.874101,327.9790474,49.17324046,239.058734,-50.37499419,38.01361228,27.893638,36.88445583,22,2,81.23686897,23.61244337,104.8493123
04-01-2023 23:00:00,49.37955964,90.84345519,140.2230148,503.9394328,15.2628291,18.44850169,74.28371165,1034.012616,445.685471,49.00713287,238.2586447,58.71685008,87.38230163,46.79191937,1.135018288,23,2,45.4701154,85.09542146,130.5655369
05-01-2023 00:00:00,52.27328294,46.80690542,99.08018836,601.5484646,9.105055566,34.66032943,29.59863567,956.8206235,383.1478181,50.79684649,221.1438461,-0.694809065,54.5799184,30.09953585,1.422842485,0,3,51.04855801,45.27581625,96.32437426
05-01-2023 01:00:00,42.75410184,46.62994129,89.38404313,684.0570028,5.248295792,21.82722443,25.89610834,957.8297267,257.7753132,49.43559712,224.9633169,-98.5912893,6.745664795,31.72883755,35.80604451,1,3,39.60285235,48.64089862,88.24375096
05-01-2023 02:00:00,2.541912674,76.05756425,78.59947692,647.9124255,19.4037966,24.46700578,42.24906357,1005.617007,492.9601948,49.85215798,220.9828909,18.26812666,50.80485501,29.9880014,46.53414016,2,3,2.401392473,72.00141205,74.40280453
05-01-2023 03:00:00,10.7891427,15.4492204,26.2383631,589.1240284,12.16022747,23.38036149,68.79612203,1013.911513,255.3152455,50.94385159,232.3308484,59.61188831,78.96419016,36.10093875,31.61244672,3,3,10.79560365,16.02048284,26.81608649
05-01-2023 04:00:00,3.142918569,48.72653541,51.86945398,603.9462433,5.618750954,12.47295966,31.05968309,971.1413016,100.602803,50.65352516,234.2098663,-49.90665244,52.88805878,6.770470783,36.32641495,4,3,3.029232127,48.68697135,51.71620348
05-01-2023 05:00:00,63.64104113,42.99852141,106.6395625,341.1295283,4.879365376,24.46694111,26.52953849,1024.522013,496.6946363,49.21586171,226.1656682,-92.42579813,16.6889239,44.71381618,41.19671456,5,3,59.9742053,39.49015644,99.46436174
05-01-2023 06:00:00,31.43559811,59.69106905,91.12666716,850.1863234,4.135022613,-6.514612677,10.89582631,1014.626338,60.26932851,50.01703806,237.0770382,61.43573113,44.50410751,2.124616146,18.08371322,6,3,30.76600089,58.33840598,89.10440687
05-01-2023 07:00:00,50.85706912,99.95577033,150.8128394,633.408256,19.42902991,32.9925736,52.44787874,1042.328927,297.4476018,50.46015805,229.056255,95.25534319,92.4345368,32.037198,5.405682878,7,3,52.90208236,107.3366284,160.2387108
05-01-2023 08:00:00,90.75664739,76.94488941,167.7015368,304.8638894,5.724679633,28.89060717,48.57810124,966.8954202,189.0929699,50.39678557,239.9676303,-84.68727707,65.82039901,30.77404661,46.65461436,8,3,83.84858005,84.47457621,168.3231563
05-01-2023 09:00:00,24.92922291,39.7865703,64.71579322,812.9256813,13.16605659,2.261497912,31.04809693,1025.137427,276.598468,50.5216837,220.0079939,87.60736147,72.98865065,10.40605637,46.92852825,9,3,24.82748399,38.74353431,63.5710183
05-01-2023 10:00:00,41.0382923,82.75530523,123.7935975,945.9551827,11.28865902,28.40162271,14.82869476,958.3643091,301.4208287,49.91490931,222.1897942,-28.1451176,78.59365074,2.035548684,22.09202778,10,3,39.18926861,75.38800973,114.5772783
05-01-2023 11:00:00,75.55511385,17.07083633,92.62595019,957.8455194,14.49027248,-9.36786993,48.63302871,1006.529241,158.0431533,49.35184586,226.0358649,88.28792172,9.069342419,6.941769852,10.85848285,11,3,73.72095111,15.80823554,89.52918665
05-01-2023 12:00:00,22.87981655,3.046368631,25.92618518,495.2141859,21.92887251,0.862328624,80.93846,1005.189514,300.5864401,49.92974489,220.510152,29.7678648,58.15365593,13.58360275,44.61771914,12,3,24.35124125,3.221929889,27.57317114
